"id", "osm_id", "lat", "lon"
"319", "1720978397", "-7.303167", "112.7216379"
"320", "1721120071", "-7.2618099", "112.6638395"
"321", "417251534", "-7.2453134", "112.7217052"
"322", "1719552772", "-7.3148578", "112.7685762"
"323", "1719408835", "-7.3035392", "112.7769528"
"324", "1724116245", "-7.3111186", "112.6721474"
"325", "1720694065", "-7.3499741", "112.78067"
"326", "257690959", "-7.2936423", "112.7552525"
"327", "1687579739", "-7.2439023", "112.782376"
"328", "1721971888", "-7.2481538", "112.6429539"
"329", "1722847108", "-7.2560728", "112.7673875"
"330", "1722031784", "-7.2159003", "112.7529819"
"331", "415826830", "-7.2657651", "112.760839"
"332", "1721058146", "-7.3123978", "112.7021158"
"333", "1722990158", "-7.3427083", "112.7251736"
"334", "1719770924", "-7.3388225", "112.7760676"
"335", "1721971902", "-7.2489006", "112.6467529"
"336", "1721814023", "-7.2756779", "112.6403329"
"337", "1723417112", "-7.3211745", "112.7090276"
"338", "1722907750", "-7.3128284", "112.7322124"
"339", "1687578548", "-7.2409601", "112.766822"
"340", "1685221447", "-7.2936112", "112.7797342"
"341", "1722164069", "-7.2220985", "112.7840875"
"342", "1721840662", "-7.2878145", "112.6467762"
"343", "1724031222", "-7.3352399", "112.6359357"
"344", "1722953500", "-7.3429406", "112.7154321"
"345", "1723433123", "-7.3378935", "112.6878833"
"346", "1723416333", "-7.3151981", "112.6963675"
"347", "1365152963", "-7.286605", "112.7991406"
"348", "1721787323", "-7.2516221", "112.6303656"
"349", "1722953275", "-7.3396453", "112.7168668"
"350", "1721876025", "-7.2457719", "112.7061062"
"351", "1720906043", "-7.2880093", "112.7205551"
"352", "279079289", "-7.3008646", "112.7792984"
"353", "1719770863", "-7.3384513", "112.7761407"
"354", "1720829371", "-7.2782477", "112.6996296"
"355", "1685011727", "-7.2802565", "112.7589092"
"356", "1723417635", "-7.3258766", "112.6976521"
"357", "1722835583", "-7.2910611", "112.8156192"
"358", "1721895325", "-7.2357415", "112.7092912"
"359", "1720536186", "-7.3504605", "112.7383802"
"360", "1723417478", "-7.324592", "112.6909156"
"361", "1721142100", "-7.2585657", "112.6639376"
"362", "1724117095", "-7.3154972", "112.6722284"
"363", "1720978706", "-7.3058783", "112.7240607"
"364", "1687583659", "-7.2593462", "112.7750605"
"365", "1722449228", "-7.2691151", "112.7906817"
"366", "1724047862", "-7.3299318", "112.6380174"
"367", "1687757420", "-7.2600521", "112.7111155"
"368", "1724031166", "-7.3347035", "112.6433914"
"369", "1722294827", "-7.2104543", "112.7626349"
"370", "1721141758", "-7.2558798", "112.6633211"
"371", "1719769177", "-7.3292763", "112.7805449"
"372", "1687755070", "-7.2507649", "112.7135451"
"373", "1719767553", "-7.3237454", "112.7732006"
"374", "1721189240", "-7.2519768", "112.6497134"
"375", "1723417473", "-7.3245514", "112.705013"
"376", "1720773862", "-7.2779031", "112.7243574"
"377", "1719770282", "-7.3343468", "112.7697738"
"378", "270391931", "-7.2975665", "112.7621429"
"379", "1722908313", "-7.3158276", "112.717073"
"380", "1685220495", "-7.2918012", "112.7758309"
"381", "1721814945", "-7.294746", "112.6519553"
"382", "1719765732", "-7.3178314", "112.7846541"
"383", "1427841173", "-7.312896", "112.7973658"
"384", "1685004252", "-7.2184681", "112.754422"
"385", "1723042158", "-7.3561603", "112.7168652"
"386", "1719767308", "-7.3231832", "112.7707428"
"387", "1719766026", "-7.3191712", "112.7885518"
"388", "1719470072", "-7.304533", "112.754312"
"389", "1721174690", "-7.2559571", "112.6484158"
"390", "1721175420", "-7.2686333", "112.6594279"
"391", "1719770633", "-7.3367348", "112.7761335"
"392", "1724116229", "-7.3108246", "112.6652578"
"393", "412342940", "-7.3007091", "112.7397985"
"394", "1719684826", "-7.3466957", "112.7631008"
"395", "1719470194", "-7.3059928", "112.7562396"
"396", "1685220369", "-7.2903663", "112.7654977"
"397", "1719509852", "-7.3244353", "112.7508871"
"398", "1724117168", "-7.3158961", "112.6771358"
"399", "1682369744", "-7.2538745", "112.7396737"
"400", "1719408687", "-7.3014355", "112.7639123"
"401", "1721120100", "-7.262231", "112.6634"
"402", "1720882459", "-7.2611007", "112.6979012"
"403", "1721014774", "-7.2978575", "112.6963107"
"404", "1722846927", "-7.2499048", "112.7564451"
"405", "1722952862", "-7.329982", "112.7120827"
"406", "1687582982", "-7.2564317", "112.7717324"
"407", "1722230889", "-7.2256217", "112.7358983"
"408", "1724047767", "-7.3289563", "112.6473029"
"409", "1361107493", "-7.313794", "112.779911"
"410", "1687336915", "-7.2602542", "112.7097167"
"411", "1687577819", "-7.2393843", "112.7592941"
"412", "1907564881", "-7.3364662", "112.7127366"
"413", "1723416501", "-7.3164195", "112.7031339"
"414", "1722049254", "-7.2186724", "112.7512276"
"415", "1722835699", "-7.3002945", "112.7858076"
"416", "1719470536", "-7.3095522", "112.7472458"
"417", "1719519926", "-7.320237", "112.7440417"
"418", "1719964169", "-7.349976", "112.7684128"
"419", "1719641639", "-7.3322319", "112.7403358"
"420", "1720882241", "-7.2568496", "112.7068445"
"421", "1720641800", "-7.3511345", "112.7613752"
"422", "1682378971", "-7.2744518", "112.7885693"
"423", "1724117379", "-7.3178367", "112.6858325"
"424", "1720642217", "-7.3558485", "112.7559868"
"425", "1510828776", "-7.222567", "112.7339221"
"426", "839668754", "-7.2829816", "112.7808212"
"427", "1722835460", "-7.286019", "112.8099768"
"428", "1362399420", "-7.2795303", "112.7906933"
"429", "1722906786", "-7.305947", "112.728832"
"430", "1722847180", "-7.2743982", "112.7931281"
"431", "267073463", "-7.2340694", "112.7494765"
"432", "1685014871", "-7.289329", "112.7605211"
"433", "1722246501", "-7.2375605", "112.7550684"
"434", "1687756980", "-7.2581356", "112.7114244"
"435", "1722184206", "-7.2094832", "112.775784"
"436", "1722907033", "-7.3084668", "112.7280636"
"437", "1722467496", "-7.2685208", "112.8018239"
"438", "270391916", "-7.2491047", "112.7686155"
"439", "1722952383", "-7.3229761", "112.7177297"
"440", "1685221529", "-7.2937473", "112.7612185"
"441", "1720536981", "-7.3536349", "112.7378042"
"442", "1719765885", "-7.3184883", "112.7824292"
"443", "1722165068", "-7.2369413", "112.7921392"
"444", "1722835582", "-7.2910359", "112.8070009"
"445", "1721120445", "-7.2637968", "112.6646995"
"446", "1719768471", "-7.327198", "112.7927857"
"447", "1507743202", "-7.2214199", "112.7262559"
"448", "1720978733", "-7.3061786", "112.7063802"
"449", "1720773653", "-7.2774642", "112.7107824"
"450", "838515938", "-7.2936789", "112.8016588"
"451", "1687578828", "-7.2422203", "112.7678635"
"452", "1719767288", "-7.3231281", "112.7894732"
"453", "1722907888", "-7.3136413", "112.7162601"
"454", "1722907753", "-7.312925", "112.7242503"
"455", "1720869804", "-7.2677638", "112.6834261"
"456", "1720978075", "-7.3005158", "112.7229716"
"457", "1685014862", "-7.2892539", "112.7723703"
"458", "2174066813", "-7.2783593", "112.7423406"
"459", "1091081251", "-7.239444", "112.6802836"
"460", "1719964407", "-7.3548863", "112.7738589"
"461", "1640241852", "-7.2635789", "112.7433642"
"462", "1687581002", "-7.249688", "112.7895399"
"463", "1719769210", "-7.3293204", "112.7874664"
"464", "1722049158", "-7.2139639", "112.7577737"
"465", "1720537152", "-7.3566371", "112.7349355"
"466", "1721786998", "-7.2464193", "112.6320979"
"467", "1721175110", "-7.2626271", "112.6555402"
"468", "1724031649", "-7.3385228", "112.6360104"
"469", "1723417460", "-7.3245066", "112.6873179"
"470", "1722032359", "-7.2212671", "112.7640793"
"471", "1687584953", "-7.2674218", "112.7729317"
"472", "1720799655", "-7.2729033", "112.7066949"
"473", "1723437225", "-7.3316647", "112.6797824"
"474", "1721189141", "-7.2512546", "112.6430159"
"475", "1719964473", "-7.3587423", "112.780236"
"476", "838515827", "-7.2934208", "112.8080858"
"477", "1687574976", "-7.2280603", "112.7597438"
"478", "1722049406", "-7.2266496", "112.7541444"
"479", "270391785", "-7.2747631", "112.7977286"
"480", "1366372201", "-7.314503", "112.7841594"
"481", "1722185105", "-7.2182366", "112.7741405"
"482", "1720978625", "-7.3051797", "112.720183"
"483", "1114720428", "-7.2177012", "112.7647796"
"484", "1720724270", "-7.3532169", "112.7532466"
"485", "1507743214", "-7.2219808", "112.7262924"
"486", "1720869127", "-7.2641365", "112.6821088"
"487", "1719684677", "-7.3450622", "112.7527547"
"488", "1724031096", "-7.3339773", "112.647305"
"489", "1685005566", "-7.2676167", "112.7627937"
"490", "831079903", "-7.2977933", "112.800768"
"491", "1722825045", "-7.2549212", "112.7868898"
"492", "1722031937", "-7.2178339", "112.768806"
"493", "1720870563", "-7.2772213", "112.6787236"
"494", "1724117221", "-7.3162604", "112.686062"
"495", "1522691355", "-7.2432576", "112.6967543"
"496", "1721175595", "-7.2712802", "112.6589544"
"497", "1723416781", "-7.3182072", "112.702547"
"498", "839653516", "-7.2962091", "112.7857808"
"499", "1721142253", "-7.2596969", "112.6698337"
"500", "1722835563", "-7.2900804", "112.7971227"
"501", "1724116030", "-7.3087218", "112.6626164"
"502", "1685222277", "-7.2990058", "112.7559077"
"503", "1682379068", "-7.2751714", "112.7859011"
"504", "1722846911", "-7.2490236", "112.7389389"
"505", "1720798937", "-7.2662314", "112.6942514"
"506", "1720978448", "-7.3036588", "112.7019642"
"507", "1722835632", "-7.2960388", "112.8006917"
"508", "1719470841", "-7.312481", "112.7481928"
"509", "1685004588", "-7.2231742", "112.7530554"
"510", "1780837055", "-7.3444835", "112.7377402"
"511", "266142786", "-7.2550381", "112.7651938"
